id,cuisines[0],cuisines[1],cuisines[2],cuisines[3],cuisines[4]
5269,Fast Food,Beverages,Mexican,North Indian,
5270,Japanese,Italian,,,
5271,Mexican,,,,
5272,Japanese,South Indian,Mexican,Fast Food,
5273,Cold Drinks,,,,
5274,Cold Drinks,,,,
5275,South Indian,Italian,Japanese,Cold Drinks,Beverages
5276,Mexican,Chinese,Italian,Japanese,
5277,Korean,Italian,,,
5278,Korean,Japanese,Fast Food,,
5279,Mexican,North Indian,Chinese,,
5280,Mexican,,,,
5281,Beverages,Mexican,,,
5282,Japanese,Beverages,Mexican,,
5283,Italian,Chinese,Beverages,Korean,
5284,Italian,Fast Food,Beverages,Chinese,North Indian
5285,Japanese,Mexican,Cold Drinks,Beverages,
5286,South Indian,North Indian,,,
5287,Fast Food,Beverages,Japanese,South Indian,
5288,Fast Food,Beverages,,,
5289,Italian,Cold Drinks,Beverages,Korean,
5290,Chinese,Japanese,South Indian,Korean,Mexican
5291,Mexican,Fast Food,Beverages,Cold Drinks,Chinese
5292,Cold Drinks,Beverages,North Indian,South Indian,Italian
5293,South Indian,,,,
5294,Chinese,Mexican,Italian,Cold Drinks,
5295,Japanese,Chinese,,,
5296,Chinese,Korean,South Indian,North Indian,
5297,Mexican,Italian,,,
5298,Beverages,,,,
5299,North Indian,,,,
5300,Mexican,Cold Drinks,South Indian,Fast Food,Beverages
5301,Chinese,,,,
5302,Japanese,Fast Food,,,
5303,South Indian,Beverages,,,
5304,South Indian,Beverages,,,
5305,Cold Drinks,Korean,South Indian,Japanese,
5306,Italian,South Indian,,,
5307,South Indian,Cold Drinks,Mexican,Beverages,
5308,Fast Food,Mexican,North Indian,Italian,
5309,Chinese,Cold Drinks,Japanese,Beverages,Fast Food
5310,Cold Drinks,Japanese,North Indian,Chinese,
5311,Japanese,Chinese,North Indian,Fast Food,Beverages
5312,Cold Drinks,Beverages,,,
5313,North Indian,,,,
5314,Korean,,,,
5315,Italian,Mexican,,,
5316,Italian,Korean,,,
5317,Fast Food,Mexican,Chinese,,
5318,Cold Drinks,,,,
5319,Korean,Fast Food,,,
5320,North Indian,Italian,Cold Drinks,South Indian,
5321,Mexican,Japanese,,,
5322,Chinese,Beverages,Fast Food,,
5323,Cold Drinks,Fast Food,Beverages,Italian,
5324,Chinese,Mexican,South Indian,Fast Food,Cold Drinks
5325,Japanese,Italian,South Indian,,
5326,Beverages,Chinese,Italian,Cold Drinks,
5327,South Indian,Korean,Japanese,Chinese,
5328,Japanese,Cold Drinks,Chinese,South Indian,Italian
5329,Japanese,Beverages,Korean,Mexican,
5330,South Indian,Mexican,Italian,,
5331,South Indian,Cold Drinks,Beverages,,
5332,Chinese,South Indian,Korean,North Indian,
5333,Beverages,Italian,,,
5334,Chinese,Mexican,Korean,,
5335,Fast Food,,,,
5336,Korean,Cold Drinks,,,
5337,Cold Drinks,Beverages,Fast Food,,
5338,South Indian,North Indian,Cold Drinks,Beverages,Mexican
5339,Cold Drinks,South Indian,Chinese,,
5340,South Indian,,,,
5341,Italian,Mexican,Cold Drinks,Beverages,South Indian
5342,North Indian,South Indian,,,
5343,Chinese,Mexican,,,
5344,Chinese,Japanese,Beverages,South Indian,Italian
5345,Mexican,Italian,Fast Food,Japanese,
5346,North Indian,,,,
5347,Italian,North Indian,,,
5348,Korean,,,,
5349,Korean,Beverages,Chinese,Mexican,North Indian
5350,Korean,,,,
5351,Chinese,Fast Food,Korean,Japanese,
5352,Chinese,Mexican,,,
5353,Fast Food,Japanese,Cold Drinks,Korean,
5354,North Indian,Korean,,,
5355,Mexican,Beverages,,,
5356,Chinese,,,,
5357,Chinese,Fast Food,Italian,Cold Drinks,Mexican
5358,Chinese,,,,
5359,Korean,Cold Drinks,,,
5360,South Indian,Mexican,Korean,,
5361,South Indian,Beverages,Italian,Chinese,North Indian
5362,Beverages,Japanese,Mexican,North Indian,
5363,Korean,North Indian,Italian,,
5364,Japanese,South Indian,Fast Food,,
5365,Beverages,Cold Drinks,Mexican,North Indian,Chinese
5366,Mexican,,,,
5367,Japanese,,,,
5368,South Indian,Korean,,,
5369,Chinese,Cold Drinks,Fast Food,Beverages,Mexican
5370,Beverages,Fast Food,,,
5371,Mexican,,,,
5372,South Indian,Mexican,Italian,Fast Food,
5373,Korean,Italian,Chinese,Cold Drinks,
5374,North Indian,,,,
5375,Mexican,Korean,North Indian,Fast Food,
5376,Chinese,,,,
5377,Cold Drinks,Korean,Japanese,,
5378,Fast Food,Korean,Cold Drinks,South Indian,
5379,Beverages,Korean,Japanese,,
5380,Chinese,,,,
5381,Italian,Chinese,,,
5382,Italian,,,,
5383,Beverages,Japanese,Korean,Italian,Chinese
5384,Cold Drinks,Chinese,Italian,,
5385,Italian,Cold Drinks,North Indian,Chinese,Mexican
5386,South Indian,Beverages,Japanese,,
5387,Cold Drinks,Chinese,Korean,North Indian,
5388,Chinese,Korean,,,
5389,Japanese,Beverages,Cold Drinks,Korean,South Indian
5390,Fast Food,Mexican,,,
5391,Mexican,,,,
5392,Fast Food,Mexican,Japanese,South Indian,
5393,Korean,Fast Food,Chinese,,
5394,Beverages,,,,
5395,Chinese,Beverages,Japanese,Korean,Fast Food
5396,South Indian,Mexican,Korean,Cold Drinks,North Indian
5397,Fast Food,,,,
5398,Cold Drinks,,,,
5399,Chinese,Japanese,,,
5400,Italian,,,,
5401,Cold Drinks,Korean,Japanese,Beverages,
5402,South Indian,Fast Food,,,
5403,Chinese,South Indian,Italian,Fast Food,Beverages
5404,Italian,North Indian,Korean,,
5405,Mexican,Italian,Japanese,Chinese,North Indian
5406,Cold Drinks,Mexican,,,
5407,Korean,,,,
5408,Mexican,,,,
5409,Cold Drinks,Mexican,Chinese,Beverages,
5410,North Indian,South Indian,Chinese,,
5411,South Indian,,,,
5412,Chinese,,,,
5413,Cold Drinks,,,,
5414,Fast Food,North Indian,Japanese,,
5415,South Indian,,,,
5416,South Indian,North Indian,Italian,Korean,Chinese
5417,North Indian,Beverages,Cold Drinks,South Indian,
5418,Korean,Beverages,,,
5419,Beverages,Japanese,North Indian,,
5420,Italian,Mexican,,,
5421,Italian,Mexican,Cold Drinks,,
5422,Mexican,North Indian,Chinese,Italian,
5423,Mexican,Italian,Fast Food,Japanese,North Indian
5424,Chinese,Fast Food,Italian,North Indian,
5425,Korean,Cold Drinks,,,
5426,North Indian,,,,
5427,Japanese,South Indian,,,
5428,Cold Drinks,,,,
5429,Chinese,Italian,Japanese,,
5430,Italian,Beverages,South Indian,Mexican,
5431,Cold Drinks,South Indian,Japanese,Beverages,Italian
5432,Korean,Chinese,Mexican,Fast Food,
5433,Chinese,,,,
5434,Beverages,Korean,Italian,Chinese,Mexican
5435,Korean,Cold Drinks,Mexican,Fast Food,
5436,Japanese,Korean,Fast Food,,
5437,Italian,South Indian,Korean,Japanese,
5438,North Indian,,,,
5439,Cold Drinks,,,,
5440,Beverages,South Indian,Fast Food,Mexican,Chinese
5441,Italian,Beverages,Fast Food,,
5442,Mexican,Japanese,,,
5443,South Indian,,,,
5444,South Indian,,,,
5445,Japanese,South Indian,,,
5446,North Indian,,,,
5447,Mexican,Cold Drinks,North Indian,Japanese,Italian
5448,Italian,North Indian,South Indian,Fast Food,Korean
5449,Fast Food,Beverages,North Indian,South Indian,Japanese
5450,Korean,Fast Food,,,
5451,Fast Food,Korean,Japanese,,
5452,Fast Food,Italian,Mexican,,
5453,North Indian,,,,
5454,Japanese,Korean,Chinese,North Indian,
5455,Korean,,,,
5456,Japanese,Mexican,Cold Drinks,Chinese,North Indian
5457,North Indian,Fast Food,Japanese,,
5458,South Indian,Beverages,Japanese,,
5459,Japanese,Fast Food,Italian,Beverages,Cold Drinks
5460,Mexican,Italian,,,
5461,Fast Food,,,,
5462,Japanese,Beverages,Korean,Fast Food,
5463,Cold Drinks,Japanese,Fast Food,Beverages,North Indian
5464,South Indian,Japanese,Fast Food,,
5465,North Indian,Korean,Japanese,,
5466,Korean,Italian,Fast Food,,
5467,Mexican,,,,
5468,Beverages,Korean,South Indian,Italian,
5469,Mexican,Beverages,Italian,Cold Drinks,
5470,South Indian,Fast Food,Italian,,
5471,North Indian,Chinese,,,
5472,South Indian,Fast Food,,,
5473,Cold Drinks,,,,
5474,Chinese,Beverages,Mexican,Japanese,South Indian
5475,North Indian,Beverages,Italian,South Indian,Japanese
5476,Cold Drinks,Chinese,Korean,Fast Food,Mexican
5477,Cold Drinks,South Indian,Fast Food,North Indian,Korean
5478,Beverages,Italian,Chinese,,
5479,Cold Drinks,Japanese,South Indian,Beverages,Mexican
5480,Chinese,Italian,South Indian,Mexican,
5481,Mexican,North Indian,,,
5482,Chinese,Mexican,Korean,,
5483,Italian,Cold Drinks,,,
5484,Chinese,Beverages,Fast Food,,
5485,Cold Drinks,,,,
5486,Italian,Beverages,Cold Drinks,Chinese,
5487,Fast Food,,,,
5488,South Indian,,,,
5489,Mexican,,,,
5490,Cold Drinks,South Indian,,,
5491,Fast Food,South Indian,Chinese,,
5492,Cold Drinks,Fast Food,Chinese,Japanese,Italian
5493,Japanese,,,,
5494,Italian,Chinese,Korean,,
5495,Korean,South Indian,Cold Drinks,,
5496,Korean,Chinese,,,
5497,North Indian,Japanese,Cold Drinks,Chinese,Italian
5498,Fast Food,,,,
5499,Chinese,,,,
5500,Chinese,North Indian,,,
5501,Italian,South Indian,Fast Food,,
5502,Japanese,,,,
5503,South Indian,Chinese,Japanese,Mexican,Beverages
5504,Italian,North Indian,Fast Food,,
5505,Korean,Cold Drinks,Mexican,,
5506,Cold Drinks,Korean,Mexican,Chinese,Japanese
5507,Korean,Chinese,Mexican,Japanese,
5508,Chinese,Beverages,Fast Food,Cold Drinks,
5509,Cold Drinks,Mexican,Japanese,Italian,
5510,Japanese,Italian,Mexican,Korean,Cold Drinks
5511,Mexican,South Indian,Chinese,Fast Food,
5512,Mexican,Beverages,Italian,,
5513,South Indian,Cold Drinks,,,
5514,Fast Food,,,,
5515,Fast Food,North Indian,,,
5516,Chinese,,,,
5517,Cold Drinks,,,,
5518,Italian,South Indian,North Indian,,
5519,Cold Drinks,North Indian,,,
5520,South Indian,North Indian,,,
5521,Japanese,North Indian,,,
5522,South Indian,,,,
5523,Chinese,,,,
5524,North Indian,Japanese,Cold Drinks,Beverages,
5525,Korean,,,,
5526,Korean,South Indian,North Indian,Chinese,Cold Drinks
5527,Beverages,Korean,Chinese,Japanese,
5528,Fast Food,Chinese,Italian,,
5529,Italian,Korean,Cold Drinks,South Indian,Beverages
5530,Cold Drinks,Italian,,,
5531,Beverages,Cold Drinks,Fast Food,South Indian,
5532,North Indian,South Indian,,,
5533,Cold Drinks,Korean,Japanese,Mexican,North Indian
5534,Italian,Chinese,Beverages,North Indian,Korean
5535,Italian,Fast Food,Cold Drinks,,
5536,Japanese,,,,
5537,Mexican,Fast Food,Korean,South Indian,Italian
5538,Korean,North Indian,,,
5539,Chinese,Fast Food,,,
5540,Cold Drinks,South Indian,,,
5541,Chinese,North Indian,Mexican,South Indian,
5542,Mexican,Fast Food,,,
5543,North Indian,Mexican,Korean,,
5544,Chinese,South Indian,Korean,North Indian,Cold Drinks
5545,Italian,,,,
5546,Japanese,Chinese,North Indian,Italian,Cold Drinks
5547,Cold Drinks,Mexican,Korean,,
5548,Japanese,Italian,,,
5549,Cold Drinks,North Indian,,,
5550,Cold Drinks,Mexican,,,
5551,Korean,North Indian,Mexican,Fast Food,Japanese
5552,Mexican,Chinese,,,
5553,Beverages,,,,
5554,Korean,Beverages,North Indian,,
5555,Fast Food,Japanese,Beverages,North Indian,
5556,Mexican,Japanese,Italian,,
5557,North Indian,Italian,Korean,Cold Drinks,
5558,Beverages,Italian,Korean,South Indian,
5559,Cold Drinks,,,,
5560,Fast Food,Chinese,,,
5561,Italian,North Indian,Beverages,Mexican,Japanese
5562,Mexican,South Indian,Italian,Korean,
5563,Beverages,North Indian,Korean,Italian,
5564,North Indian,,,,
5565,Japanese,South Indian,Cold Drinks,Chinese,Italian
5566,South Indian,Mexican,Japanese,Cold Drinks,Beverages
5567,Italian,Cold Drinks,South Indian,North Indian,Chinese
5568,Italian,South Indian,Mexican,Cold Drinks,
5569,Japanese,South Indian,Chinese,Korean,Italian
5570,Mexican,,,,
5571,North Indian,Fast Food,Japanese,Chinese,
5572,Chinese,Korean,,,
5573,Fast Food,Cold Drinks,Japanese,,
5574,Cold Drinks,,,,
5575,Chinese,,,,
5576,Mexican,,,,
5577,Korean,,,,
5578,North Indian,Italian,,,
5579,South Indian,Mexican,Cold Drinks,Japanese,Italian
5580,South Indian,,,,
5581,North Indian,Beverages,Japanese,Chinese,Cold Drinks
5582,Fast Food,Japanese,North Indian,South Indian,Chinese
5583,Italian,Mexican,Japanese,,
5584,Chinese,South Indian,Japanese,Cold Drinks,Beverages
5585,Beverages,,,,
5586,North Indian,Italian,Fast Food,,
5587,Korean,,,,
5588,Italian,Chinese,Mexican,South Indian,
5589,Beverages,Korean,Italian,Fast Food,
5590,Chinese,Korean,South Indian,Cold Drinks,Mexican
5591,Korean,Cold Drinks,Beverages,Fast Food,
5592,Cold Drinks,North Indian,,,
5593,Beverages,Cold Drinks,North Indian,South Indian,Chinese
5594,Cold Drinks,Korean,Chinese,South Indian,
5595,South Indian,Korean,Beverages,Fast Food,
5596,Korean,Japanese,,,
5597,Cold Drinks,Mexican,Fast Food,Japanese,North Indian
5598,Italian,Chinese,Japanese,Cold Drinks,South Indian
5599,Mexican,,,,
5600,South Indian,Fast Food,,,
5601,Japanese,,,,
5602,Korean,Japanese,Cold Drinks,,
5603,Chinese,South Indian,Italian,Fast Food,
5604,Fast Food,Mexican,Beverages,Japanese,
5605,Korean,Chinese,North Indian,,
5606,Beverages,,,,
5607,Cold Drinks,,,,
5608,Italian,Fast Food,,,
5609,South Indian,Japanese,,,
5610,Japanese,Fast Food,,,
5611,Korean,,,,
5612,Fast Food,Italian,Cold Drinks,Mexican,Korean
5613,South Indian,North Indian,Chinese,Italian,
5614,Korean,North Indian,Mexican,,
5615,Italian,,,,
5616,South Indian,Mexican,North Indian,Italian,
5617,South Indian,Italian,Fast Food,Chinese,
5618,Mexican,North Indian,South Indian,Chinese,
5619,Korean,North Indian,Italian,Cold Drinks,
5620,Chinese,Japanese,Korean,South Indian,
5621,Korean,Italian,South Indian,Chinese,North Indian
5622,Beverages,Mexican,Italian,South Indian,Cold Drinks
5623,Mexican,Japanese,Italian,,
5624,Japanese,Fast Food,North Indian,Chinese,Mexican
5625,Korean,Beverages,Fast Food,Mexican,Cold Drinks
5626,Korean,Fast Food,South Indian,Beverages,Cold Drinks
5627,Chinese,Beverages,Fast Food,North Indian,
5628,Mexican,,,,
5629,Cold Drinks,,,,
5630,North Indian,Korean,Italian,,
5631,Cold Drinks,Italian,,,
5632,Cold Drinks,Italian,South Indian,Chinese,Beverages
5633,South Indian,Italian,Beverages,Cold Drinks,Korean
5634,Japanese,Cold Drinks,Italian,South Indian,Mexican
5635,Japanese,Italian,Beverages,Cold Drinks,Mexican
5636,Mexican,Beverages,South Indian,North Indian,
5637,South Indian,,,,
5638,Korean,Cold Drinks,Beverages,Chinese,
5639,Korean,Fast Food,Italian,Cold Drinks,
5640,South Indian,Japanese,Beverages,Korean,
5641,South Indian,Cold Drinks,,,
5642,Korean,Italian,Cold Drinks,,
5643,Mexican,,,,
5644,Mexican,,,,
5645,Mexican,Fast Food,Italian,Chinese,Korean
5646,Chinese,Beverages,,,
5647,Korean,,,,
5648,Mexican,South Indian,Korean,Chinese,Cold Drinks
5649,Cold Drinks,Korean,Italian,Mexican,
5650,Italian,North Indian,Fast Food,,
5651,Cold Drinks,,,,
5652,Japanese,Chinese,Cold Drinks,,
5653,Beverages,Italian,Japanese,Chinese,South Indian
5654,Korean,,,,
5655,Japanese,Cold Drinks,Mexican,Fast Food,North Indian
5656,North Indian,,,,
5657,Chinese,Japanese,North Indian,Korean,South Indian
5658,Chinese,,,,
5659,Mexican,South Indian,Italian,Korean,Cold Drinks
5660,South Indian,Fast Food,,,
5661,Mexican,Chinese,,,
5662,Italian,,,,
5663,Korean,Italian,Beverages,,
5664,Japanese,North Indian,,,
5665,Chinese,Mexican,,,
5666,Italian,Beverages,,,
5667,North Indian,Korean,,,
5668,Italian,Cold Drinks,Japanese,,
5669,Mexican,Japanese,,,
5670,Japanese,,,,
5671,Korean,South Indian,,,
5672,Italian,North Indian,Mexican,Beverages,Fast Food
5673,Beverages,Japanese,Korean,,
5674,North Indian,,,,
5675,Japanese,Italian,Korean,Beverages,
5676,Japanese,Beverages,,,
5677,Chinese,,,,
5678,Cold Drinks,Chinese,Mexican,,
5679,Fast Food,Chinese,Mexican,Beverages,
5680,Italian,,,,
5681,Beverages,Korean,North Indian,Chinese,
5682,Japanese,South Indian,,,
5683,Fast Food,South Indian,Beverages,Korean,North Indian
5684,South Indian,Chinese,,,
5685,Fast Food,Japanese,,,
5686,Cold Drinks,Chinese,Korean,,
5687,Italian,Chinese,Beverages,Fast Food,
5688,North Indian,Cold Drinks,Korean,Italian,South Indian
5689,Cold Drinks,Korean,Fast Food,Chinese,
5690,Fast Food,Japanese,Korean,,
5691,North Indian,Cold Drinks,,,
5692,South Indian,Japanese,,,
5693,Italian,North Indian,Fast Food,Korean,Cold Drinks
5694,Korean,Japanese,Chinese,,
5695,Korean,,,,
5696,South Indian,Cold Drinks,Mexican,Korean,North Indian
5697,Beverages,Italian,Fast Food,Korean,
5698,Japanese,South Indian,Beverages,Mexican,Fast Food
5699,North Indian,Chinese,Italian,Japanese,Mexican
5700,Korean,Italian,South Indian,North Indian,Chinese
5701,Fast Food,Korean,,,
5702,South Indian,Fast Food,Italian,Korean,Japanese
5703,Fast Food,,,,
5704,South Indian,Cold Drinks,Beverages,,
5705,North Indian,Mexican,Cold Drinks,,
5706,Japanese,South Indian,,,
5707,North Indian,Korean,Chinese,Italian,
5708,Italian,Beverages,Korean,,
5709,Italian,Cold Drinks,,,
5710,Fast Food,Japanese,,,
5711,Fast Food,Italian,Beverages,,
5712,North Indian,,,,
5713,Fast Food,,,,
5714,Japanese,Italian,Chinese,,
5715,South Indian,Italian,North Indian,Japanese,
5716,Mexican,Chinese,,,
5717,Chinese,Cold Drinks,,,
5718,South Indian,North Indian,Korean,Mexican,
5719,Mexican,Chinese,Fast Food,North Indian,
5720,Beverages,Italian,South Indian,North Indian,
5721,North Indian,Italian,Cold Drinks,,
5722,Chinese,South Indian,Beverages,Mexican,
5723,Mexican,Korean,Chinese,Japanese,
5724,Chinese,Italian,Korean,Fast Food,
5725,Korean,Cold Drinks,South Indian,,
5726,Cold Drinks,Italian,North Indian,Japanese,Beverages
5727,Fast Food,Mexican,South Indian,,
5728,Chinese,,,,
5729,Korean,Cold Drinks,Beverages,Chinese,North Indian
5730,North Indian,Mexican,South Indian,Fast Food,
5731,Chinese,Korean,North Indian,Cold Drinks,South Indian
5732,Korean,Japanese,,,
5733,North Indian,Mexican,Cold Drinks,,
5734,Japanese,Fast Food,,,
5735,Beverages,,,,
5736,Cold Drinks,North Indian,Chinese,South Indian,Fast Food
5737,Japanese,,,,
5738,Beverages,North Indian,South Indian,Mexican,
5739,Chinese,South Indian,North Indian,,
5740,Fast Food,North Indian,Mexican,Chinese,Beverages
5741,South Indian,Italian,Cold Drinks,,
5742,Chinese,Korean,Cold Drinks,,
5743,North Indian,South Indian,Mexican,Cold Drinks,Fast Food
5744,Italian,North Indian,Fast Food,Japanese,Cold Drinks
5745,Beverages,Japanese,,,
5746,Beverages,,,,
5747,Japanese,North Indian,South Indian,Korean,
5748,Italian,,,,
5749,Japanese,,,,
5750,Italian,Cold Drinks,,,
5751,Mexican,,,,
5752,South Indian,Fast Food,Cold Drinks,,
5753,Chinese,,,,
5754,Korean,Beverages,,,
5755,Italian,Beverages,,,
5756,North Indian,Italian,Chinese,,
5757,Japanese,Chinese,Mexican,,
5758,North Indian,,,,
5759,Mexican,North Indian,,,
5760,Beverages,Japanese,Mexican,,
5761,Korean,Japanese,Chinese,Fast Food,
5762,Chinese,Mexican,Fast Food,,
5763,Italian,Mexican,North Indian,,
5764,Japanese,,,,
5765,North Indian,Japanese,Chinese,Italian,
5766,Mexican,North Indian,Italian,Fast Food,
5767,Beverages,,,,
5768,Fast Food,Chinese,North Indian,Beverages,Cold Drinks
5769,Japanese,Fast Food,Chinese,,
5770,Mexican,Cold Drinks,Chinese,,
5771,Italian,Beverages,Japanese,Korean,
5772,Japanese,Korean,Chinese,Fast Food,North Indian
5773,Mexican,Beverages,South Indian,,
5774,Beverages,Fast Food,Korean,Mexican,
5775,Korean,Chinese,,,
5776,Cold Drinks,,,,
5777,South Indian,Italian,Chinese,Korean,North Indian
5778,North Indian,Italian,Beverages,Fast Food,Korean
5779,Chinese,,,,
5780,Italian,Beverages,North Indian,,
5781,South Indian,,,,
5782,Beverages,North Indian,South Indian,,
5783,Chinese,Beverages,Cold Drinks,,
5784,North Indian,Korean,Chinese,,
5785,North Indian,Italian,Mexican,South Indian,Fast Food
5786,South Indian,Chinese,,,
5787,South Indian,Beverages,Korean,Chinese,
5788,Italian,Japanese,,,
5789,Chinese,Italian,North Indian,Japanese,Cold Drinks
5790,Italian,North Indian,Korean,Fast Food,
5791,Beverages,Japanese,,,
5792,North Indian,Beverages,Italian,Mexican,Cold Drinks
5793,Beverages,Italian,Chinese,North Indian,Mexican
5794,Japanese,Beverages,,,
5795,Italian,Mexican,,,
5796,Cold Drinks,North Indian,,,
5797,Japanese,Cold Drinks,,,
5798,Chinese,Mexican,Italian,,
5799,Beverages,Chinese,Mexican,,
5800,Mexican,Korean,Fast Food,Japanese,Cold Drinks
5801,Beverages,,,,
5802,Cold Drinks,Beverages,,,
5803,Korean,,,,
5804,Beverages,South Indian,North Indian,Japanese,Mexican
5805,Japanese,,,,
5806,North Indian,Japanese,Beverages,Fast Food,
5807,Italian,South Indian,Cold Drinks,Korean,
5808,Beverages,Mexican,Cold Drinks,Chinese,
5809,Mexican,Italian,Korean,,
5810,Chinese,Fast Food,,,
5811,Fast Food,Mexican,,,
5812,Mexican,Beverages,,,
5813,Italian,Beverages,Mexican,,
5814,Mexican,,,,
5815,Japanese,Beverages,Cold Drinks,North Indian,
5816,South Indian,Mexican,Chinese,Beverages,
5817,Japanese,Cold Drinks,North Indian,,
5818,Italian,Japanese,Beverages,,
5819,Japanese,Cold Drinks,Chinese,South Indian,
5820,Italian,Japanese,Fast Food,North Indian,
5821,Cold Drinks,Beverages,,,
5822,Mexican,Beverages,North Indian,,
5823,Italian,Cold Drinks,Fast Food,Mexican,Japanese
5824,South Indian,Korean,Japanese,Italian,
5825,Italian,Japanese,Chinese,,
5826,Mexican,South Indian,Beverages,Italian,Korean
5827,Fast Food,,,,
5828,Chinese,Cold Drinks,Mexican,South Indian,
5829,South Indian,Chinese,Japanese,Italian,
5830,Italian,Cold Drinks,,,
5831,North Indian,Mexican,Cold Drinks,,
5832,North Indian,Beverages,Italian,Japanese,Fast Food
5833,Fast Food,North Indian,Mexican,Beverages,
